URL,Tweet Content
https://twitter.com/ujiiiiiiii2/status/1411465773625708547,"“Minyoon Oneshoot.
'PERGI'

Jimin dan Yoongi mengira hari esok akan menjadi hari yang paling membahagiakan dalam hidup mereka. Namun sepertinya takdir berkata lain.”"
https://twitter.com/ujiiiiiiii2/status/1411470012368375810,“https://t.co/SqF9Mh6vCN”
https://twitter.com/ujiiiiiiii2/status/1411470155612254210,“https://t.co/Q29oHtowro”
https://twitter.com/ujiiiiiiii2/status/1411471615867588609,"“⊰ MINYOON AU ⊱

Love In Cell

❝ memangnya mencuri hati itu kriminalitas? ❞”"
https://twitter.com/ujiiiiiiii2/status/1411822644811296768,"“✍️ Short AU - 🌺 Minyoon 🌺

-, 𝐀𝐧𝐭𝐚𝐫𝐚 𝐆𝐮𝐞, 𝐒𝐞𝐩𝐚𝐭𝐮 𝐊𝐢𝐫𝐢, &amp; 𝐁𝐢𝐧𝐭𝐚𝐧𝐠 𝐊𝐚𝐦𝐩𝐮𝐬 👟

""Semua terjadi begitu cepat &amp; lemparan sepatu gue malah mendarat di kepala Park J.min, si Bintang Kampus. 

Sial."" - MYG”"
https://twitter.com/ujiiiiiiii2/status/1411825995212984329,"“Minyoon short AU. 「Fate」

Katanya, mate Jimin adalah seorang omega yang mempunyai bekas luka. Katanya, bekas luka di wajah Yoongi akan hilang jika ia bertemu mate-nya. Maka, keduanya bertemu untuk membuktikan apakah perkataan itu benar atau tidak.”"
https://twitter.com/ujiiiiiiii2/status/1411827695038590979,"“Minyoon onetweet au 
""𝐒𝐢 𝐠𝐞𝐦𝐚𝐬""”"
https://twitter.com/ujiiiiiiii2/status/1412212006409572352,“gi.”
https://twitter.com/ujiiiiiiii2/status/1412216520374059009,“147.”
https://twitter.com/ujiiiiiiii2/status/1412223193348067332,“https://t.co/zYN6Wg0Whn”
https://twitter.com/ujiiiiiiii2/status/1412223300462284801,“https://t.co/FhXIsEhRCb”
https://twitter.com/ujiiiiiiii2/status/1412223458293911554,“https://t.co/dH3khNzTke”
https://twitter.com/ujiiiiiiii2/status/1412223523758612480,“https://t.co/o3ETq5oU3I”
https://twitter.com/ujiiiiiiii2/status/1413000588996976641,"“MINYOON ONESHOOT!

pak ketua BEM &amp; si galak syubii”"
https://twitter.com/ujiiiiiiii2/status/1413006382685728770,"“#MINYOON!AU 

Pembaca setia AU humu, Min Yoongi, ternyata satu kantor sama si tampan nyebelin gila parah, Park Jimin?”"
https://twitter.com/ujiiiiiiii2/status/1413006425559732227,"“MINYOON SHORT AU 

DRAFT

mcd , angst⚠️

#RaconteurxMinYoon #MYS_StoryTelling”"
https://twitter.com/ujiiiiiiii2/status/1415472269824954369,“Posenya yoombie:(”
https://twitter.com/ujiiiiiiii2/status/1415472565137461249,“https://t.co/rQtmHbTN5E”
https://twitter.com/ujiiiiiiii2/status/1415473559401472000,“@minyoonation Gemes :(”
https://twitter.com/ujiiiiiiii2/status/1415805328340381696,"“［scan］Butter Album (Peaches ver.)

#방탄소년단 #BTS @BTS_twt”"
https://twitter.com/ujiiiiiiii2/status/1415805466920194049,"“［scan］Butter Album (Peaches ver.)

#방탄소년단 #BTS @BTS_twt”"
https://twitter.com/ujiiiiiiii2/status/1415805756490719233,"“［scan］Butter Album (Cream ver.)

#방탄소년단 #BTS @BTS_twt”"
https://twitter.com/ujiiiiiiii2/status/1415805769665056774,"“［scan］Butter Album (Cream ver.)

#방탄소년단 #BTS @BTS_twt”"
https://twitter.com/ujiiiiiiii2/status/1415805872928817155,"“［scan］Butter Album (Cream ver.)

#방탄소년단 #BTS @BTS_twt”"
https://twitter.com/ujiiiiiiii2/status/1415805922836811781,"“［scan］Butter Album (Cream ver.)

#방탄소년단 #BTS @BTS_twt”"
https://twitter.com/ujiiiiiiii2/status/1415806481518055425,"“［scan］Butter Album (Cream ver.)

#방탄소년단 #BTS @BTS_twt”"
https://twitter.com/ujiiiiiiii2/status/1415806530494951425,"“［scan］Butter Album (Cream ver.)

#방탄소년단 #BTS @BTS_twt”"
https://twitter.com/ujiiiiiiii2/status/1416345024233566212,"“Gembul nya aku :(

cr pict. @hunnyfm”"
https://twitter.com/ujiiiiiiii2/status/1416346392608460801,"“muka Jimin nya kek ""dia punya saya"" hshshs”"
https://twitter.com/ujiiiiiiii2/status/1416346512443858945,“https://t.co/ZtpRie1Nfo”
https://twitter.com/ujiiiiiiii2/status/1416347125986697217,“@minyoonation Bisa mulus gitu ya”
https://twitter.com/ujiiiiiiii2/status/1416350794069135361,“OKAY”
https://twitter.com/ujiiiiiiii2/status/1416359300654518278,“@minyoonation”
https://twitter.com/ujiiiiiiii2/status/1416362189766553603,“@minyoonation Aku @ujiiiiiiii2”
https://twitter.com/ujiiiiiiii2/status/1416411206684844032,"“@ugikacangmete Noo , kaka udah pro kok”"
https://twitter.com/ujiiiiiiii2/status/1416412025652072449,“sprout boy !!”
https://twitter.com/ujiiiiiiii2/status/1416412978245636100,“멜빵 윤기 🖤”
https://twitter.com/ujiiiiiiii2/status/1416414248142479361,"“[VPU] 

MinYoon / JimSu AU

EP.9 : random 

1.”"
https://twitter.com/ujiiiiiiii2/status/1416498970910629888,"“We don’t need to worry
🎵 https://t.co/4FizdVEkC9
🎶 https://t.co/gmUMKH1HoN

#BTS #방탄소년단 #PermissiontoDance https://t.co/JRyNG7OCxf”"
https://twitter.com/ujiiiiiiii2/status/1416498993056468992,"“Just keep the right vibe
🎵 https://t.co/4FizdVEkC9
🎶 https://t.co/gmUMKH1HoN

#BTS #방탄소년단 #PermissiontoDance https://t.co/xahJnZV8yK”"
https://twitter.com/ujiiiiiiii2/status/1416500175208517632,"“Bangtan Vila Persona AU ✨

A character guide :”"
https://twitter.com/ujiiiiiiii2/status/1416501580929540099,"“Surah dalam Al Qur'an yang memiliki doa khusus

1. Al-Waqiah: dimudahkan rezekinya
2. Ar-Rahman: mendapat safaat dihari akhir
3. Al-Mulk: selamat dari siksa kubur
4. Al-Hajj: supaya cepat mendapat jodoh
5. Surah Yasin: mempermudah segala urusan”"
https://twitter.com/ujiiiiiiii2/status/1416501586730262529,"“6. Al-Kahfi: terhindar dari fitnah dajjal
7. Al-Baqarah: mengusir setan terutama dari rumah
8. Al-Ikhlas: dibangunkan rumah di surga
9. Al-Falaq dan An-Naas: perlindungan dari jin, sihir dan kejahatan manusia”"
https://twitter.com/ujiiiiiiii2/status/1416898790116663296,"“'𝘐𝘯𝘪 𝘨𝘶𝘦 𝘬𝘦𝘯𝘢𝘱𝘢 𝘴𝘪𝘩?? 𝘔𝘢𝘣𝘶𝘬 𝘺𝘢? 𝘕𝘨𝘨𝘢𝘬 𝘢𝘩!'

Pintu rumah sudah terbuka, saat Yoongi baru saja ingin mengucapkan terima kasih—

""Sebentar.""

Raut bingung seketika saja ditunjukkan pemuda manis itu tapi, ia masih tetap diam dan menunggu.”"
https://twitter.com/ujiiiiiiii2/status/1416900016686305281,“@ugikacangmete Makasih kaka”
https://twitter.com/ujiiiiiiii2/status/1416900623023230976,“📷메모리즈 2020 preview #SUGA”
https://twitter.com/ujiiiiiiii2/status/1417135743693033477,“https://t.co/pxwvYBSc7m”
https://twitter.com/ujiiiiiiii2/status/1417135987059167232,"“minyoon | onetweet

can opener”"
https://twitter.com/ujiiiiiiii2/status/1417136370976313346,"“MinYoon SHORT AU

-Michael Jimmy-

Tentang Yoongi yang tiba-tiba kedatangan sosok hantu misterius yang selalu mengganggunya.

~""Saya hanya ingin menjadi spesial bagi mu""”"
https://twitter.com/ujiiiiiiii2/status/1417138096051609605,"“@ugikacangmete HSHSHS BAGUS BANGETT😭💜, MOOD KU BALIK PAS BACA , SEMANGAT TRUS KAK ^^”"
https://twitter.com/ujiiiiiiii2/status/1417140449249095682,"“🧁Bubba x Cupcake🧁

Cupcake nyasar jauh banget sampe bikin Bubba ngomong kasar.”"
https://twitter.com/ujiiiiiiii2/status/1417141145432334346,“https://t.co/nBDUU3ceaw”
